Headline,Date,Description
"Soon, state forensic science lab to conduct tests for synthetic drugs","Mar 22, 2024","The Goa State Forensic Science Laboratory (GSFSL) has placed an order for narcotic and psychotropic standard reference samples from Germany, a move that will pave the way for the state to conduct its own tests for synthetic drugs."
"Telangana: 6 drug peddlers held in Bhadradri Kothagudem , 500 kg ganja seized","Mar 21, 2024",
Two NIT students held for drug sale,"Aug 31, 2024",
"Hyderabad drug case: Dutch techie in drugnet, cops blow lid off conduit","Jul 27, 2024","In another big catch, excise sleuths have arrested a Dutch software professional, Mike Kamminga, for peddling drugs in the city."
"Hyderabad drug case: IT department identifies over 40 cyber junkies, alerts firms","Jul 26, 2024",The state government has been in consultation with a few IT firms whose employees were found to be indulging in narcotics.
"Hyderabad drugs case: Lounge license suspended, warning letters to pubs & star hotels","Jul 22, 2024","After a meeting with various representatives of pubs and star hotels in connection with drug abuse, Excise officials on Saturday evening declared that the license of F-Club in Film Nagar, is suspended and 14 other bars and clubs in the city were issued warning letters, as some of the bars and restaurants/pubs have become addas for sale, consumption of drugs."
Remdesivir sale at high price in Hyderabad: Four held,"Apr 21, 2024",Task Force sleuths arrested four persons for indulging in illegal sale of Remdesivir injections at exorbitant prices on Tuesday.
"25-yr-old arrested, 63 LSD blots seized in Vizag city","Jun 13, 2024","The Vizag city police arrested a drug peddler and seized 63 LSD blots from his possession at Gajuwaka. The arrested was identified as 25-year-old Bhaviripudi Girish Teja Naidu, a resident of Prashanthinagar in Gajuwaka in the city."
"Drug haul at Narsingi flat, two Nigerians arrested","Mar 19, 2024","In a joint operation, Cyberabad police along with the Task Force sleuths raided a flat at Puppalaguda in Narsingi on Saturday night and arrested three drug peddlers including two Nigerians."
Arjun Rampal’s partner’s bro held in Goa drug raid,"Sep 26, 2024","The Narcotics Control Bureau (NCB) conducted three different raids in Goa and arrested four persons, including Demetriades Agisilaos, brother of actor Arjun Rampal’s partner, and recovered hashish, LSD blots and MDMA/ecstasy pills."
"Peddler held, 150g cocaine seized in Hyderabad","Mar 24, 2024",Excise sleuths arrested a Nigerian drug peddler and seized 153 grams of cocaine and 16 grams of MDMA from his possession at Khairatabad on Tuesday.
"Drug racket busted, 3 held with MDMA","Nov 19, 2024",
Drug peddlers held with 70 kg ganja,"Jun 14, 2024","Acting on credible information, Hayatnagar police and Special Operations Team (SOT) arrested two people who were transporting 70 kg ganja to Mumbai at Peddamberpet."
Mumbai: NDPS court rejects second bail plea by Siddharth Pithani in drugs case,"Oct 31, 2024","Special public prosecutor Advait M Sethna opposed the bail plea and said despite the fact that the defence had sought bail on grounds of parity as other accused were released by the court, the plea was rejected. He also argued Section 27A of the NDPS Act for illicit trafficking and harbouring of offenders was attracted in the case."
Thane: Member of Dawood Ibrahim gang arrested by Anti-Extortion Cell,"Jul 15, 2024",
"On foreign trips, Tollywood stars struck by drug craze","Jul 24, 2024","​Excise sleuths concentrated on proving links of Tollywood personalities, hoteliers with arrested peddlers. Of the Tollywood personalities already questioned, one or two confessed to have met the arrested peddlers."
Cybernetics graduate arrested for selling LSD over Darknet,"Jul 15, 2024",
"Contraband worth Rs 10 lakh seized in Secunderabad, three held","Jan 01, 2024","Three peddlers were nabbed and Rs 10.1 lakh worth contraband, including LSD, ecstasy, MDMA and hashish oil, was seized from their possession during a raid at a flat in East Marredpally in Secunderabad on Thursday. The accused were reportedly planning to make some quick profit on New Year Eve."
Hyderabad drug peddler also part of racket,"Oct 06, 2024",
Drug bust: Bengaluru scientist held in Hyderabad,"Oct 04, 2024",
"Telangana: Rave party busted, students & private staffers among 90 held","Mar 13, 2024","Rachakonda police raided a farmhouse where a rave party was organised and arrested seven persons. Cops seized 400 grams of ganja along with three blots of LSD and apprehended 90 youngsters, including students and private employees, who attended the party."
Drug racket: 4 more peddlers arrested,"Jul 05, 2024",
Foreign gangs plough drug cash for fast life,"Sep 12, 2024",
Hyderabad drug case: HC asks SIT to file petition on scope of probe in a week,"Aug 08, 2024",
"Hyderabad witnesses 13% dip in overall crime, but goes high on drugs; cyber crime spurt too","Dec 29, 2024",
Ranchi: Post-Covid complications rise in absence of specialised care clinics,"May 22, 2024","Purushottam Kumar (34) was discharged from Ranchi sadar hospital’s ICU unit earlier this month after he tested negative for Covid-19. Little over a week later, Kumar complained of difficulties in breathing. As his oxygen saturation levels began plummeting, Kumar was wheeled back into sadar hospital’s Covid-19 ICU ward on Monday afternoon."
Nigerians call the shots in cocaine peddling in Hyderabad,"Aug 29, 2024","Nigerian peddlers have emerged as the main suppliers of cocaine to drug abusers in Hyderabad, enforcement officials have said."
Hyderabad: 2 drug peddlers held,"Dec 17, 2024",Task force sleuths and Central Crime Station (CCS) investigators arrested two narcotics peddlers at Liberty Junction on Wednesday.
How cops traced the drug dealer's link to Tollywood,"Jul 15, 2024","Calvin Mascarenhas, the kingpin of the infamous gang fell to the trap laid by the Enforcement"
11 arrested in Suryapet for illegal sale of Remdesivir,"May 18, 2024",
Brazilian cartel part of Hyderabad cocaine trail,"Oct 09, 2024",Excise sleuths of Telangana were baffled by the Brazilian cartel connection to cocaine supplied in Hyderabad via Mumbai. This was revealed in a confession report of one of the accused Nigerian drug peddlers operating on behalf of a gang in Hyderabad.
No drug overdose in Goa in last five years: CM Pramod Sawant,"Mar 04, 2024","Despite frequent allegations and numerous unnatural deaths that have drug abuse as prime suspect, the state government has said that “not a single case of drug overdose” has been reported in Goa since 2015."
"Big cocaine haul by task force in Kondapur, 4 held","Jun 30, 2024","Task force police on Thursday arrested four drug peddlers and seized LSD, cocaine and other narcotic substances from their possession."
"City teen runs drug biz on Snapchat, 3 arrested","Feb 07, 2024",
"'Pregnant' with drugs, woman lands in Hyderabad","Aug 31, 2024","A 32-year-old South African national, who claimed to be ""seven-month pregnant"", was arrested for trying to smuggle in narcotic substance concealed in her belly and urogenital tract, at the RGI Airport on Sunday morning."
"50 kilos ganja seized, 2 peddlers arrested","May 02, 2024","Task force sleuths on Saturday arrested two drug peddlers and seized 50 kilos of ganja, worth around Rs 6 lakh, from their possession. Acting in credible information, South Zone task force team along with Falaknuma police, arrested Mohammed Khader (26) — a driver from Malakpet — and Mohammed Mujeeb (31) — a resident of Chandrayangutta. An associate of the accused, Mohammed Aziz, was reported absconding."
Nigerian peddler held; 6 gm cocaine seized,"Oct 21, 2024","A Nigerian was arrested for drug peddling at Langer Houz on Tuesday. Police seized six grams of cocaine worth Rs 48,000 from the possession of the accused."
Hyderabad in the stranglehold of growing drug menace,"Oct 12, 2024","With poor law enforcement, is Hyderabad on its way to become an illegal drugs hub?"
Slap PD Act & arrest the guilty: Natti Kumar,"Jul 20, 2024",
Nigerian couple arrested for supplying drugs on the eve of New Year,"Dec 31, 2024","On the eve of New Year, a Nigerian couple were arrested by Rachakonda police and seized 16 grams of cocaine and, 23 grams of heroin, 40 grams of Alprazolam, 15 grams of Amphetamine and one kilo gram of ganja. The accused were planning to put the drugs for sale to New Year party revellers."
"Odisha gangster, who had escaped from hospital, arrested in Telangana","Apr 15, 2024","Dreaded convict Sheikh Hyder, who had escaped from the SCB Medical College and Hospital in Odisha's Cuttack during treatment on April 10, has been recaptured by the commissionerate police in Telangana on Thursday."
Drug trail leads to college campus,"Nov 07, 2024","The suspicion on organised gangs operating near colleges became stronger ever since Jeedimetla police arrested three persons, all connected to the film fraternity and recovered 1.5 kg of banned narcotic amphetamine."
"Citing tech issues, Hyd FSL returns Sanjjanaa, Ragini’s hair samples","Oct 03, 2024",
#SandalwoodDrugScandal: Ragini Dwivedi and Sanjjanaa Galrani's dope test goof up,"Oct 02, 2024",There was apparently a technical gaffe when the CCB officers sent the sample to Hyderabad's FSL team
DRI arrests kingpin in 814 kg drug bust case,"Jan 11, 2024",Detectives of the Directorate of Revenue Intelligence (DRI) arrested a notorious interstate narcotics peddler from Dhoolpet on Tuesday. He was the mastermind in a case in which 814kg of marijuana was seized from a farmhouse at Shamshabad on December 24. ​
"As Covid graph rises, Telangana stares at oxygen supply crisis in state","Aug 01, 2024","Is Telangana staring at an oxygen demandsupply crisis? In the event of Covid-19 pandemic worsening and more number of positive cases emerging, the need for more oxygen to keep patients healthy would be felt more, health experts said."
Kangana Ranaut claims Telugu cinema as India’s Top Film Industry,"Sep 19, 2024",Bollywood actress Kangana Ranaut took to Twitter and declared Telugu cinema as India’s top film industry. She said that majority of Hindi films are being shot at Ramoji Film City in Hyderabad.
"Drug peddling case: No evidence against me, says Sanjjanaa Galrani","Sep 11, 2024","Sandalwood actresses Ragini Dwivedi and Sanjjanaa Galrani, who were arrested in a drug-peddling case, were on Thursday taken to KC General Hospital where their blood and hair samples were collected for various forensic tests."
"Three drug peddlers held, variety of narcotics seized","Sep 09, 2024",
"Drug racket busted in Hyderabad, 7 Nigerians held","Aug 17, 2024","Hyderabad Police today claimed to have busted an international drug racket by nabbing seven Nigerian nationals, allegedly indulged in peddling the contraband and seized 73 grams of cocaine and five grams of brown sugar worth Rs 3.5 lakh in the international market."
Siddharth Pithani granted interim relief for marriage; will have to surrender again on July 2,"Jun 17, 2024","Sushant Singh Rajput's close associate Siddharth Pithani has been granted bail by the court for his marriage. His lawyer Tareq Sayyed when contacted said, ""He has been granted interim relief on humantarian grounds and will have surrender back on July 2""."
Hyderabad lockdown news: Today's updates from your city,"Apr 08, 2024",
Late Sushant Singh Rajput's friend Siddharth Pithani applies for bail citing wedding as the reason,"Jun 11, 2024",Sushant Singh Rajput's close associate Siddharth Pithani has applied for bail citing his wedding as one of the reasons in the plea. Pithani was traced by the NCB through his social media post and arrested from Hyderabad on May 28 for his alleged links in a drug case.
Sushant Singh Rajput drugs case: Siddharth Pithani's lawyer reveals his bail plea has been pending since January -Exclusive!,"May 10, 2024",It has been a year since Siddharth Pithani was arrested from Hyderabad in the Sushant Singh Rajput Drug case.
DRI finds Rs 6cr worth drugs at sealed firm,"Aug 20, 2024",
"Int’l drug operation busted, Rs 47 cr worth contraband seized","Aug 18, 2024",
"Congress, TRS cadre clash outside Revanth Reddy’s residence in Hyderabad; 3 injured","Sep 22, 2024",The ongoing war of words over ‘white challenge’ between TRS working president KT Rama Rao and Telangana Congress president A Revanth Reddy took a violent turn on Tuesday when activists of the rival parties clashed outside the residence of the Malkajgiri MP in Jubilee Hills.
Sushant Singh Rajput case: NCB sends the late actor's flatmate Siddharth Pithani to 14-day judicial custody,"Jun 04, 2024","Sushant Singh Rajput passed away on June 14, 2020. Three central agencies- CBI, NCB and ED are currently investigating the death case. A few days back, NCB arrested the late actor's flatmate Siddharth Pithani in Hyderabad."
Jaipur to Gurugram via Agra and Delhi: How Remdesivir reached smugglers,"Aug 07, 2024",
Lens on Delhi hospitals over ‘pilferage’ of Remdesivir,"Aug 05, 2024","Some private hospitals in Delhi are under scanner for alleged pilferage of Remdesivir, the Covid-19 experimental drug. Till now, three Delhi pharmacists have been arrested in the international drug smuggling racket that was busted last week in Gurugram. The accused used to supply Remdesivir and other drugs to Iraq through patients from that country visiting India for treatment."
"Hyderabad drug scandal: Wrong to say we are targeting film industry, says SIT head Akun Sabharwal","Jul 24, 2024",The Special Investigation Team (SIT) investigating the persons who were supplying drugs to school and college students and also Tollywood celebrities.
Drug bust: Hunt on to nab cook of amphetamine,"Oct 05, 2024",Chemical Factory In Bolarum Taken On Lease By The Accused To Manufacture The Drug
"Interstate drug racket busted; NCB arrests scientist, 2 others","Oct 03, 2024","An interstate drug racket involving manufacture and sale of amphetamine has been cracked with the arrest of a Bengaluru-based reserach scientist, his home-maker wife and an undergraduate student from Hyderabad."
5 pharma firm staff arrested for dumping chemicals,"Dec 12, 2024","Police arrested 12 people and booked employees of five pharmaceutical companies, involved in manufacturing of heavy drugs, on Monday for dumping chemical waste in Yadadri, Rachakonda."
Gujarat: Man held with 58 vials of Remdesivir,"May 02, 2024","A man has been arrested with 58 vials of Remdesivir he was trying to sell at exorbitant rates in Ahmedabad given the high demand of the drug in the treatment of Covid-19 patients, police said on Sunday."
"Four months on, Aditya Alva held in Chennai","Jan 13, 2024","Sleuths from the Central Crime Branch (CCB) arrested Aditya Alva, one of the prime accused in the Sandalwood drug peddling racket, in Chennai on Monday night — more than four months after an FIR was registered against him and he went on the run."
Ex-Ranji cricketer held for trying to dupe businessman in Hyderabad,"Nov 16, 2024","A former Ranji cricketer was arrested here for allegedly trying to dupe a businessman by impersonating as personal assistant of Telangana IT Minister K T Rama Rao, police said on Monday."
State nod for acquisition of narcotic detection kits,"Apr 03, 2024",The state government has granted its approval for the purchase of 11 narcotic detection kits for testing of banned substances on the spot during raids.
"Hyderabad police seize ketamine, arrest trio from Kadapa","Jun 02, 2024",Task Force sleuths arrested three drug peddlers and seized 450 grams of ketamine at Gowliguda on Thursday.
Chem firm director held in Thane drug case quits,"Apr 29, 2024","Manoj Jain, the controversial chemical company’s director allegedly involved in the Rs 2,000-crore drug bust case, has resigned following his arrest by the Thane crime branch."
Drug peddling gang busted in Hyderabad,"Aug 02, 2024",Hyderabad police on Saturday busted a drug peddling gang and arrested three persons — two Nigerians and a city-based student — from whom they seized 90 grams of cocaine which was being transported in footwear.
Excise officials arrest peddler at Bowenpally,"Nov 28, 2024",
Sushant Singh Rajput drugs case: NCB gets five-day custody of Siddharth Pithani,"May 28, 2024","The Narcotics Control Bureau Mumbai a team of arrested Siddharth Pithani in Hyderabad on May 26, he was one of the absconding accused in a drugs case. Earlier notices were served to him but he did not join the investigation. According to sources, action against Siddharth Pithani was taken after the NCB got the phone and WhatsApp chat details which hinted at certain evidence that he has some alleged connections with drug suppliers."
"CM Pramod Sawant wakes up to youth drug abuse, says parents to blame","Jul 17, 2024","A month after TOI front-paged a report on how drugs are freely available in schools and colleges, chief minister Pramod Sawant assured the House that his government was “serious about dealing with drug cases” and “wants to make Goa drugs-free”"
International drug racket: IAF Wing Commander arrested,"Oct 05, 2024","New Delhi, Oct 5 () A Wing Commander of the Indian Air Force has been arrested by the NCB from Maharashtra in connection with its probe in an international drug racket involving a scientist and his wife."
"Hyderabad: Techie among four peddlers caught, LSD & ganja seized","Dec 09, 2024","Four peddlers, including a software engineer, were arrested and 55 LSD blots and three kilos of ganja was seized from their possession in separate cases on Tuesday."
Nigerian arrested for selling drugs,"Aug 03, 2024","Two persons including a Nigerian national were arrested by the police in Hyderabad on Tuesday in two separate cases for selling cocaine, charas and suspect that the Nigerian might have supplied the banned substance to some personalities in the Tollywood (Telugu Film Industry)"
Hyderabad Drugs case: Ram Gopal Varma kicks up storm on social media,"Jul 23, 2024",
Techie arrested for raping physiotherapist in Hyderabad,"Oct 15, 2024",A 30-year-old physiotherapist working at a nursing home in Rajendranagar has lodged a complaint against a software engineer alleging that he had raped her in the past and recently began blackmailing her to fulfill his sexual desires.
Goa’s own forensic lab to soon test seized drugs,"Oct 25, 2024","Following delays in obtaining test reports from other states in drug seizure cases, Goa State Forensic Science Laboratory (GSFSL), Verna, will soon begin with drug testing in the state itself."
Telangana worker jailed in Dubai for carrying banned drugs freed,"Jul 29, 2024",
Drug abusers now on police radar,"Jun 12, 2024","After the arrest of several notorious peddlers, excise sleuths have now turned their focus towards drug abusers. During the recent arrests, excise teams have gathered key evidence from peddlers about their regular customers and have decided to file chargesheets against repeat offenders."
Panaji: Police can now test drugs on the spot,"Jun 10, 2024","In a much needed boost, Goa police will now be able to conduct spot tests to identify drugs seized in narcotic raids."
3 engineering students arrested for trading LSD drug,"Aug 04, 2024",Three engineering students were arrested by Task Force sleuths and another accused is absconding for their role in the illegal business of selling the banned Lysergic Acid Diethylamide (LSD) to needy persons in the city on Thursday.
Hyderabad: Techie held for conning colleagues,"Sep 15, 2024",A software engineer was arrested for conning his colleagues to the tune of Rs 11 lakh on the pretext of treatment for his father.
